Point,Point,Accepted,Rejected,Residual,3-d,3-d,3-d,Sigma,Sigma,Sigma,Correction,Correction,Correction,Coordinate,Coordinate,Coordinate
AS15_000055477,FREE,2,0,  0.18,     26.24626750,      5.67529367,   1736.70992987,     60.80734009,     47.59453751,     60.09119272,    878.37251022,  -1106.12737127,   -632.48962929,   1550.02266807,    154.03782004,    768.02568902
AS15_000055478,FREE,3,0,  0.11,     25.73649609,      5.23792214,   1736.79046247,     57.29865735,     43.77312940,     58.07111608,    818.58363280,  -1160.38229127,   -697.00909006,   1557.96884737,    142.82604251,    754.17166662
AS15_000055479,FREE,2,0,  0.39,     27.25562186,      5.49469533,   1735.70293453,     63.34385208,     49.12537102,     66.44282499,   1227.71482347,  -1012.17083218,   -814.96902751,   1535.90173266,    147.74699907,    794.88450031
AS15_000055480,FREE,2,0,  0.42,     26.64360580,      5.26023632,   1735.47986059,     59.20041323,     44.80425650,     61.60555794,    941.62227842,  -1152.88960493,   -454.19569039,   1544.66205775,    142.21280412,    778.25766442
AS15_000055481,FREE,2,0,  2.14,     27.75180698,      5.40901019,   1736.06971557,     65.75441748,     51.39895248,     70.97665854,   1171.80186868,  -1063.95937423,   -383.27338537,   1529.53350053,    144.82616803,    808.38772203
AS15_000055482,FREE,2,0,  1.44,     27.66490371,      5.32545905,   1735.13446715,     65.01205225,     50.34499836,     70.26355730,   1297.29266675,  -1045.74267874,   -610.24917346,   1530.13738015,    142.63234028,    805.62226414
AS15_000055483,FREE,2,0,  0.35,     25.54415835,      5.14401305,   1737.17823424,     56.85849759,     43.56089285,     57.77858921,    796.97881873,  -1172.93488678,   -681.38382548,   1561.06202723,    140.52987414,    749.08271849
AS15_000055484,FREE,2,0,  0.42,     25.67187766,      5.04526372,   1736.94299613,     56.13205516,     42.51975203,     57.71368053,    816.13972708,  -1191.01756136,   -593.06078262,   1559.42351048,    137.67334049,    752.47281551
AS15_000055485,FREE,2,0,  0.50,     25.73619874,      5.06107440,   1737.00324248,     56.13497305,     42.48859239,     57.72416323,    822.29355460,  -1209.46836994,   -453.51727290,   1558.59709295,    138.03383559,    754.25594227
AS15_000055486,FREE,2,0,  0.21,     26.83962790,      5.16255311,   1735.36415144,     59.29468165,     44.66010877,     62.74503803,   1030.79199528,  -1126.91096482,   -571.20538689,   1542.13861058,    139.32942255,    783.50785309
AS15_000055487,FREE,2,0,  1.16,     27.31031072,      5.15313061,   1735.61292976,     61.42753174,     46.73167570,     66.37373144,   1245.68683343,  -1079.68528398,   -725.98286150,   1535.91921859,    138.51286635,    796.31562949
AS15_000055488,FREE,2,0,  0.73,     28.04912808,      4.82171397,   1735.11814461,     65.17835544,     50.03034756,     73.91760457,   1240.19441978,  -1168.83754154,   -189.04236525,   1525.90013591,    128.71579669,    815.90195163
AS15_000055489,FREE,2,0,  0.76,     28.08695126,      4.86370552,   1735.14205028,     65.70270611,     50.58280198,     74.38305744,   1134.74498103,  -1176.07576621,    -37.02444816,   1525.28940428,    129.79017366,    816.92391242
AS15_000055490,FREE,2,0,  0.13,     25.45224475,      4.52417841,   1737.04445457,     53.50715367,     39.73190783,     57.51357125,    788.77203721,  -1243.12540490,   -632.84979121,   1563.56642527,    123.71926915,    746.50988831
AS15_000055491,FREE,3,0,  0.19,     25.04163939,      4.10241212,   1736.82014756,     53.09750894,     39.73535057,     58.93123634,    707.19477076,  -1337.90358554,   -764.50565497,   1569.52795092,    112.57157842,    735.15568146
AS15_000055493,FREE,3,1,  0.05,     25.21769970,      3.88807017,   1737.15075559,     51.69283429,     38.32838268,     58.46473076,    756.12197185,  -1304.82339154,   -510.43132814,   1567.97528658,    106.56584270,    740.12834664
AS15_000055494,FREE,3,1,  0.10,     26.32634746,      3.57816180,   1735.29505500,     50.92148060,     36.37274082,     60.49563091,    935.29903015,  -1369.18949199,   -192.47878473,   1552.28279671,     97.06737762,    769.57453906
AS15_000055498,FREE,2,0,  1.02,     26.34585991,      3.37374404,   1735.25338514,     50.68328063,     36.49150518,     61.06961853,    958.06172554,  -1416.17820607,   -224.74666307,   1552.32023351,     91.51096832,    770.08567444
AS15_000055499,FREE,2,0,  1.91,     27.09918235,      3.32697577,   1735.80225733,     53.33969179,     39.22386336,     65.39636269,   1083.41035151,  -1404.11274726,    -53.90368333,   1542.64033060,     89.67681622,    790.71382659
AS15_000055500,FREE,2,0,  0.14,     24.00764105,      6.47993307,   1735.04249995,     77.10588895,     65.78693864,     77.17908869,    874.62820497,  -1285.39893820,   -868.75539108,   1574.82054734,    178.86944357,    705.91673903
AS15_000055501,FREE,2,0,  0.64,     26.84258697,      6.68002542,   1735.44974847,     72.49651470,     60.70466907,     74.92000569,    977.15559500,   -995.39057591,   -749.95195041,   1537.94374683,    180.12332996,    783.62647163
AS15_000055502,FREE,2,0,  0.36,     28.08474157,      6.94113070,   1734.32075053,     85.03053059,     70.12113392,     87.14761939,   1227.63839130,   -904.88832362,   -610.67230600,   1518.89401549,    184.91279856,    816.47822528
AS15_000055503,FREE,2,0,  0.10,     24.38064357,      5.42382834,   1735.70284056,     65.56737888,     52.26793581,     71.57599679,    736.75901125,  -1219.76760651,   -865.90401825,   1573.84018044,    149.43210688,    716.49248608
AS15_000055504,FREE,2,0,  0.36,     25.33121326,      4.94871691,   1735.95090799,     56.78419579,     43.10626484,     66.95138707,    804.29188119,  -1230.67600297,   -605.31912611,   1563.18964567,    135.35162700,    742.72715293
AS15_000055507,FREE,2,0,  0.39,     24.28954516,      3.98229963,   1737.33012412,     58.85338429,     46.51863219,     71.35796128,    729.15525094,  -1326.72566901,   -572.95986728,   1579.71542547,    109.97406670,    714.64735314
AS15_000055508,FREE,2,0,  0.51,     24.32915419,      4.51102895,   1736.26937157,     60.76422179,     47.25216046,     71.16656937,    731.44303352,  -1289.99217804,   -690.63614279,   1577.17688505,    124.43199115,    715.30488848
AS15_000055512,FREE,2,0,  1.68,     23.97118895,      3.20332453,   1736.95548519,     61.69225219,     51.61341223,     76.24965845,    967.38675624,  -1164.87079687,    -15.04623531,   1584.66297315,     88.68865092,    705.68544143
AS15_000055515,FREE,2,0,  0.06,     27.04149640,      3.49423721,   1735.95914661,     55.08825676,     42.27252383,     72.99324862,   1075.44755911,  -1421.15545411,    -62.99800125,   1543.30528204,     94.23678981,    789.22898615
AS15_000055516,FREE,4,2,  0.01,     27.65537727,      3.48979180,   1735.33890896,     60.36448129,     43.91152136,     77.12806850,   1189.70392555,  -1344.97018265,    -36.02286407,   1534.23549850,     93.56349364,    805.46162959
AS15_000055534,FREE,2,0,  0.19,     26.24060983,      3.03278628,   1735.41307561,     50.20775663,     36.27658745,     60.98219362,    892.92300244,  -1384.01176775,   -101.17285045,   1554.39035928,     82.35408310,    767.29848101
AS15_000055541,FREE,2,0,  0.53,     24.21811070,      1.72293795,   1735.60077594,     60.53280131,     51.08833700,     71.21930335,    702.52960442,  -1567.17947946,   -148.42324804,   1582.13581328,     47.59065692,    711.96309677
AS15_000055557,FREE,2,0,  0.08,     24.15232161,      2.45038367,   1735.78793964,     60.54751339,     49.39421730,     75.39033489,    901.46232366,  -1347.24055789,     89.14609767,   1582.39042242,     67.71579718,    710.22172119
AS15_000055562,FREE,3,1,  0.04,     24.00418002,      2.08195404,   1735.52314767,     63.56540868,     50.53876589,     78.29552021,    730.56337754,  -1506.29292989,   -187.00011523,   1584.38122110,     57.59693776,    706.01652607
AS15_000055563,FREE,2,0,  0.73,     24.93387949,      1.75766641,   1735.56606788,     56.32482073,     50.21553208,     74.10779538,    762.36682503,  -1600.03975533,    -66.89299622,   1573.06196712,     48.27206948,    731.66620184
AS15_000055572,FREE,2,0,  0.21,     24.62543506,      3.94873338,   1737.11037550,     55.82294917,     42.18080723,     67.88430552,    727.18586615,  -1329.13142294,   -503.68826171,   1575.37357868,    108.74444844,    723.82676738
AS15_000055604,FREE,2,0,  0.79,     24.09121033,      1.96007705,   1735.52731953,     62.81936205,     53.73041862,     78.06950750,    715.38917193,  -1542.02693512,   -189.47478742,   1583.43034562,     54.18997371,    708.42562359
AS15_000055605,FREE,3,1,  0.11,     25.06591228,      1.68321209,   1735.47751308,     55.97544139,     46.19188668,     73.95756670,    761.56549571,  -1576.78935141,    -47.46240020,   1571.35368251,     46.17587367,    735.25341997
AS15_000055612,FREE,2,0,  1.22,     25.64623895,      4.18047925,   1736.20770402,     52.05511324,     38.08470886,     57.86567945,    775.67280909,  -1141.10729531,   -915.25918489,   1560.99833398,    114.09786300,    751.45397096
AS15_000055622,FREE,3,1,  0.14,     26.78432293,      3.71568411,   1735.33709397,     53.50324882,     37.55079551,     69.67325387,   1005.71501724,  -1266.53282212,   -292.02498884,   1545.89486010,    100.39348580,    782.00067725
AS15_000055623,FREE,3,1,  0.10,     25.55905344,      3.04651218,   1735.29184022,     50.53081520,     37.79637988,     67.80601315,    783.81790765,  -1412.48116410,   -522.98875582,   1563.26560816,     83.19986342,    748.67629307
AS15_000055625,FREE,3,1,  0.30,     23.96217113,      2.42356148,   1735.48192870,     60.36277333,     49.47445683,     70.35865746,    529.32368592,  -1549.67393782,   -617.98738565,   1584.48878495,     67.06249436,    704.83717062
AS15_000055635,FREE,2,0,  0.02,     26.18461586,      5.13768851,   1737.05007813,     56.80930539,     44.56438597,     65.98706601,    838.29783814,  -1190.22760521,   -442.00198222,   1552.52595941,    139.58867919,    766.49926283
AS15_000055640,FREE,2,0,  0.07,     27.05388696,      2.83831321,   1735.53079245,     54.57219121,     40.65001794,     72.96484026,   1106.31721576,  -1476.19648059,    -82.29125841,   1543.73143704,     76.53584682,    789.36851089
AS15_000055660,FREE,3,1,  0.14,     24.09353047,      2.60037882,   1735.89307644,     61.15642647,     47.41678536,     75.61597718,    651.03656324,  -1479.93761154,   -429.14874909,   1583.03077920,     71.89549508,    708.63909201
AS15_000055664,FREE,3,1,  0.04,     24.66761600,      1.75193082,   1735.23996184,     58.50807585,     47.82773188,     75.47051828,    726.28416157,  -1571.38277698,   -111.43616451,   1576.15217592,     48.20896914,    724.20849127
AS15_000055673,FREE,2,0,  0.20,     26.16375054,      3.25147533,   1735.30474544,     50.40266322,     36.38648601,     67.87583527,    896.39258657,  -1387.45653444,   -178.75962350,   1554.99386626,     88.33911992,    765.16196672
AS15_000055680,FREE,2,0,  0.07,     23.46110805,      4.92266712,   1736.50724841,     71.77735179,     58.11170581,     77.59812153,    754.93894436,  -1352.58280556,   -831.06069955,   1587.07539804,    136.69286608,    691.34952454
AS15_000055706,FREE,2,0,  0.54,     25.62084710,      4.45359043,   1737.66280538,     52.54525471,     39.17291469,     64.30146119,    796.20318718,  -1268.63516527,   -332.54072115,   1562.07666438,    121.66506167,    751.38946798
AS15_000055711,FREE,2,0,  0.08,     26.97452596,      2.97392122,   1735.68379675,     53.84776484,     39.56039550,     71.98832104,   1264.60373555,  -1565.89020927,   -608.28276973,   1544.77255223,     80.25306512,    787.29629092
AS15_000055717,FREE,3,1,  0.07,     24.27002746,      2.04057112,   1735.81543817,     60.54355310,     51.55339220,     76.21436849,    738.26668517,  -1496.16857396,   -136.03790029,   1581.39787519,     56.34481126,    713.48528926
AS15_000055722,FREE,3,0,  0.15,     26.95192398,      1.71220503,   1735.60700579,     55.28971811,     45.24712441,     69.45666752,   1051.35158455,  -1576.50316398,    245.51357733,   1546.40702593,     46.22599369,    786.65122273
AS15_000055727,FREE,3,1,  0.53,     23.61200346,      3.72039306,   1736.41287636,     62.93129529,     51.38428531,     70.23230955,    391.89048092,  -1326.18795344,  -1074.51702473,   1587.68539386,    103.23848353,    695.50455270
AS15_000055729,FREE,2,0,  0.12,     26.04685209,      3.71220550,   1735.14702583,     50.91372145,     36.22819538,     59.17223611,    858.53230781,  -1312.22103692,   -284.20597990,   1555.64645866,    100.93192756,    761.91340906
AS15_000055730,FREE,2,0,  0.32,     26.00498650,      3.73514327,   1735.14926481,     50.95223536,     36.29056937,     59.05216265,    851.41178829,  -1315.45181347,   -273.63165749,   1556.16306145,    101.59107797,    760.77509832
AS15_000055733,FREE,3,1,  0.27,     25.21379005,      2.83807274,   1735.18368720,     51.93180857,     40.08681831,     69.02862979,    762.61316619,  -1429.89129504,   -275.03279681,   1567.93777299,     77.72936312,    739.18313999
AS15_000055735,FREE,2,0,  0.23,     27.90937602,      3.25797439,   1735.56558979,     59.16133165,     44.92269240,     72.86519988,   1280.26937009,  -1309.63322345,    -23.01363261,   1531.22148696,     87.16286050,    812.37387334
AS15_000055736,FREE,2,0,  0.54,     24.30567572,      2.23386290,   1735.89453217,     57.84448670,     47.25657419,     68.12320914,    673.87938379,  -1526.00558635,   -307.30221423,   1580.82693691,     61.66494425,    714.50224422
AS15_000055737,FREE,3,1,  1.27,     24.69817898,      2.42478222,   1735.43499754,     59.04515528,     58.79517399,    105.65470285,    867.32290871,  -1685.56189550,     36.44837828,   1575.26821315,     66.70586208,    725.13103320
AS15_000055738,FREE,2,0,  1.00,     24.29198454,      1.80574555,   1735.79096397,     61.40757606,     49.94059769,     77.12367919,    667.40935246,  -1527.80999530,   -207.76853591,   1581.31982006,     49.85370717,    714.08158159
AS15_000055739,FREE,2,0,  0.20,     25.28811962,      1.79588597,   1735.47752492,     54.09554786,     44.22884415,     65.48254805,    793.41647581,  -1560.67527494,      1.68545250,   1568.39794350,     49.17616385,    741.34461300
AS15_000055740,FREE,2,0,  0.24,     25.79885982,      1.73302919,   1735.49865720,     53.22770389,     43.44181128,     65.31827135,    855.90956259,  -1574.52615141,     64.75204321,   1561.80234263,     47.25434920,    755.31189465
AS15_000055741,FREE,2,0,  0.37,     27.05359649,      2.13484147,   1735.56663926,     54.36444411,     42.81832384,     68.29047631,   1054.25948397,  -1505.49533777,    192.77417338,   1544.59065931,     57.57811550,    789.37697907
AS15_000055743,FREE,2,0,  0.15,     23.81494378,      5.14639870,   1736.12767264,     69.09019017,     56.54376936,     74.60642023,    667.56177185,  -1278.51106943,   -956.48561267,   1581.90116539,    142.47225458,    701.02043857
AS15_000055744,FREE,2,0,  0.10,     24.54355483,      5.47021299,   1735.67649321,     64.71549760,     54.01478355,     69.94785503,    748.69005255,  -1273.45473515,   -787.62411661,   1571.66052102,    150.50908413,    720.97372445
AS15_000055745,FREE,2,0,  0.02,     25.62785648,      5.37563310,   1736.77721216,     58.54889840,     47.72847033,     65.76446922,    786.68236250,  -1162.05371646,   -683.86406853,   1559.03007854,    146.70280594,    751.19810012
AS15_000055746,FREE,2,0,  0.05,     26.53125960,      5.89548142,   1736.65602051,     63.58956116,     53.88906556,     69.36160639,    850.49971226,  -1161.81080498,   -475.67582165,   1545.55213418,    159.59408703,    775.73994450
AS15_000055747,FREE,2,0,  0.13,     27.25790321,      5.67272730,   1736.31557229,     66.04109747,     53.63836453,     73.64088255,   1208.07413511,   -826.60214687,   -900.50176875,   1535.94567643,    152.56940327,    795.22652295
AS15_000055748,FREE,2,0,  1.37,     28.21060208,      5.71309650,   1736.91668214,     75.21530412,     60.08070186,     82.79677739,    925.60706529,  -1177.82975263,     22.72673895,   1522.99603707,    152.36681196,    821.06454458
AS15_000055749,FREE,2,0,  0.00,     23.64445746,      4.79665605,   1736.62289473,     68.94563441,     55.35539351,     75.60196543,    756.11612372,  -1347.73925990,   -763.52926016,   1585.26502702,    133.02525089,    696.48988164
AS15_000055750,FREE,2,0,  0.98,     25.47516992,      4.89224024,   1736.53062766,     55.78449715,     43.33837710,     65.32553268,    796.83933860,  -1277.32184459,   -402.88015239,   1561.97950177,    133.69578380,    746.91639039
AS15_000055755,FREE,2,0,  0.10,     25.01911151,      3.17212271,   1736.16901081,     52.37097728,     39.58172112,     68.04309197,    702.80101334,  -1447.05134685,   -557.26494943,   1570.84812478,     87.05737967,    734.26154442
AS15_000055756,FREE,3,1,  0.01,     26.81140181,      2.92756207,   1735.42586224,     52.91155642,     39.08073570,     71.27847064,   1135.18515905,  -1415.04980224,   -480.54024088,   1546.83936115,     79.10553465,    782.77278219
AS15_000055757,FREE,2,0,  0.09,     28.26469681,      3.27007244,   1735.60476960,     67.26918662,     48.54880793,     83.09652506,   1323.12626670,  -1367.18982013,    131.80531367,   1526.17834076,     87.19908748,    821.88801401
AS15_000055760,FREE,2,0,  0.23,     27.28862519,      2.50339514,   1735.60310405,     56.88261243,     44.05903416,     75.60911828,   1211.04615537,  -1573.85147433,    -60.31169862,   1540.97277661,     67.37181107,    795.72738774
AS15_000055767,FREE,2,0,  0.50,     23.66058597,      0.76843811,   1735.52100750,     74.05804809,     64.74003073,     87.48634566,    762.82375291,  -1569.72654813,    117.43160505,   1589.48819918,     21.31913670,    696.49546053
AS15_000055768,FREE,2,0,  0.12,     23.87499763,      1.15928163,   1735.43375874,     69.17446274,     58.93525094,     83.55626595,    734.54698348,  -1559.39956436,     18.89194993,   1586.60901676,     32.10668813,    702.40395749
AS15_000055772,FREE,2,0,  0.91,     24.02657732,      0.52141493,   1735.51662689,     71.60774279,     64.92552804,     86.02172869,    665.10948153,  -1684.94729521,     50.65611343,   1585.08008302,     14.42527260,    706.63357134
AS15_000055784,FREE,3,1,  0.17,     24.96514748,      0.33381307,   1735.93193297,     70.26380175,     60.92145655,    143.20707162,    792.58690387,  -1630.59833993,    554.85236927,   1573.70789296,      9.16874179,    732.67938263
AS15_000055798,FREE,2,0,  1.12,     24.31376900,      1.14257771,   1735.38130939,     64.68542239,     55.85968277,     80.44739576,    650.81715690,  -1633.36737091,   -114.12996173,   1581.14610742,     31.53498974,    714.51439480
AS15_000055802,FREE,2,0,  0.10,     25.07883114,      0.89542034,   1735.72164751,     60.34235756,     54.53445272,     77.92302945,    808.17683297,  -1533.92275990,    355.49188383,   1571.89531976,     24.56763229,    735.71133796
AS15_000055812,FREE,2,0,  0.13,     27.15628272,      2.16611973,   1735.55721724,     56.44818665,     42.99134661,     75.95465319,   1064.10312606,  -1429.32313851,    162.68421652,   1543.13441897,     58.36742889,    792.14156724
AS15_000055833,FREE,2,0,  0.11,     24.63739112,      0.53613374,   1735.60934875,     65.85247822,     61.08036137,     82.04741907,    733.07412930,  -1656.82444741,    190.56871628,   1577.53778605,     14.76192361,    723.53053196
AS15_000055847,FREE,2,0,  2.11,     24.05899201,      1.05036947,   1735.93114286,     67.58229703,     58.53948250,     82.40242028,    633.22892009,  -1634.48857701,   -111.66409990,   1584.85784567,     29.05751201,    707.69923185
AS15_000055850,FREE,2,0,  0.29,     24.79458933,      0.81171945,   1735.95326771,     62.59437515,     56.75093273,     79.35578572,    770.71444269,  -1575.81247546,    248.97665695,   1575.76988647,     22.32570466,    728.00039526
AS15_000055869,FREE,2,0,  0.15,     24.03291434,      0.88236307,   1735.49410686,     69.07846403,     60.62347064,     83.80075383,    681.43784258,  -1625.62017123,      2.46336981,   1584.85903439,     24.40898202,    706.79971538
AS15_000055879,FREE,2,0,  0.08,     26.40988911,      0.55946269,   1735.83913019,     60.85314269,     57.36014087,     79.95273542,    947.34146958,  -1673.56526005,    444.36567675,   1554.60417159,     15.18036212,    772.08348782
AS15_000055884,FREE,2,0,  0.11,     23.63319087,      2.40652033,   1736.44755326,     66.74591163,     52.38637014,     79.86738047,    736.61035315,  -1476.14369275,   -273.77929128,   1589.40983449,     66.79720479,    696.10675666
AS15_000055913,FREE,2,0,  0.19,     26.68541828,      0.86552904,   1735.73860763,     59.71832680,     53.88195587,     79.17457662,    999.78310163,  -1647.59202293,    375.20894576,   1550.68069280,     23.42687854,    779.50566666
AS15_000055914,FREE,3,1,  0.10,     27.46658747,      0.88671526,   1735.86158553,     64.78613572,     56.78463858,     83.73153954,   1263.18391110,  -1845.74569554,    496.24508836,   1540.01074739,     23.83526442,    800.63363795
AS15_000055921,FREE,2,0,  0.20,     26.00325164,      1.37112641,   1735.63074460,     54.96425638,     47.03320829,     74.48517780,    870.57255239,  -1553.82925502,    193.07194644,   1559.48475055,     37.32664112,    760.93897013
AS15_000055962,FREE,2,0,  0.41,     25.94059105,      3.77593383,   1735.13157122,     51.07745490,     38.57984767,     67.36207471,    831.90372539,  -1237.75438028,   -411.44175158,   1556.92667060,    102.75412667,    759.01416407
AS15_000055985,FREE,2,0,  0.08,     24.82845953,      2.59192577,   1735.22215593,     54.70000489,     41.79686837,     71.51827040,    742.12910919,  -1432.98027502,   -201.33739336,   1573.22274072,     71.21746943,    728.62487644
AS15_000055999,FREE,2,0,  0.10,     25.66337603,      4.09921882,   1736.20030838,     51.75619971,     40.81759870,     66.34505125,    783.35975629,  -1227.85937843,   -470.18449550,   1560.92768204,    111.86729624,    751.91887215
AS15_000056000,FREE,2,0,  0.15,     27.38510643,      4.56787399,   1735.28151500,     61.05189360,     48.78090336,     74.77064381,    956.50390905,  -1196.89340426,    -94.45513354,   1535.92304446,    122.71069879,    798.17568379
AS15_000056003,FREE,2,0,  0.13,     28.28867622,      3.19601203,   1735.63754163,     67.56558101,     49.02522601,     83.86461953,   1274.80877522,  -1237.92565354,    153.25421075,   1525.97501739,     85.20870423,    822.54325050
AS15_000056004,FREE,2,0,  0.40,     24.51471696,      2.39824683,   1735.51830990,     57.51251595,     44.70544018,     73.59286344,    773.88927798,  -1454.29157659,    -80.26136627,   1577.68644144,     66.07629403,    720.11333820
AS15_000056006,FREE,3,1,  0.36,     28.38783981,      2.89748910,   1735.71851998,     68.81530408,     50.09663722,     85.42746831,   1409.29109208,  -1571.47841206,    225.99506989,   1525.04534114,     77.18846017,    825.22568409
AS15_000056009,FREE,2,0,  0.38,     27.97205048,      1.41244414,   1735.96416769,     67.05230652,     54.46535140,     85.46428490,   1253.79556534,  -1549.97839430,    475.51343450,   1532.69692344,     37.79139482,    814.23801365
AS15_000056012,FREE,2,0,  0.12,     27.06824085,      0.79412198,   1735.82045574,     62.30338946,     56.04368033,     81.54904307,   1067.57579252,  -1651.86170279,    475.72242120,   1545.53920806,     21.42261192,    789.88751264
AS15_SocetPAN_01,CONSTRAINED,3,0,  0.15,     27.61843696,      2.19997488,   1735.84118249,     57.48176951,     45.67843740,     72.51950571,    211.60102395,    504.40324160,    363.55748575,   1536.91616121,     59.04168847,    804.70330139
AS15_SocetPAN_02,CONSTRAINED,3,0,  0.13,     27.65906552,      2.45155102,   1735.83528272,     57.22138490,     44.69948801,     72.05616007,    323.08510243,    334.63783402,    251.40772409,   1536.06640285,     65.76479026,    805.79099470
AS15_SocetPAN_03,CONSTRAINED,4,1,  0.21,     27.70885813,      3.22808284,   1735.66849288,     57.18089211,     42.99002772,     70.65281658,    201.55933339,    307.00665900,     29.36788327,   1534.18687817,     86.52869742,    807.04927023
AS15_SocetPAN_04,CONSTRAINED,5,2,  0.23,     27.91195838,      3.75840923,   1735.26994235,     59.79235167,     45.02918607,     72.25334880,    319.88105976,    194.74645609,    -57.05765215,   1530.10456063,    100.51388978,    812.30460069
AS15_SocetPAN_05,CONSTRAINED,4,2,  0.24,     27.65930771,      3.33253610,   1735.49059365,     57.06483906,     42.73268560,     70.03356464,    176.36166599,    430.51472535,    105.46864942,   1534.56547601,     89.35683608,    805.63748445
AS15_SocetPAN_06,CONSTRAINED,5,2,  0.12,     27.11709799,      4.54816558,   1734.94829480,     56.81550495,     41.91305480,     62.89766900,    158.50865128,    156.00504264,   -272.20519919,   1539.37450167,    122.45357473,    790.80772080
AS15_SocetPAN_07,CONSTRAINED,5,3,  0.41,     27.27759117,      4.55860503,   1735.13527113,     61.31277785,     47.67787382,     76.75526573,    190.16249967,    340.21658022,   -113.47887410,   1537.30363554,    122.57071968,    795.21592032
AS15_SocetPAN_09,CONSTRAINED,4,1,  0.18,     27.32090661,      4.19324109,   1735.39870482,     56.64594260,     41.39526500,     66.07656628,    268.89401008,    606.20452012,   -164.42018460,   1537.68739359,    112.73833331,    796.50248743
AS15_SocetPAN_10,CONSTRAINED,4,2,  0.15,     25.96583215,      3.55783002,   1735.55004170,     50.37399198,     37.33523096,     66.97402453,    -55.31501965,    589.03924675,   -166.70829610,   1557.34815632,     96.82934118,    759.88469254
AS15_SocetPAN_12,CONSTRAINED,3,1,  1.26,     25.21581868,      2.82120442,   1735.15528727,     51.99199697,     38.96765606,     69.17493087,   -190.65532026,    441.83660213,   -219.71272572,   1567.90878562,     77.26519387,    739.22662339
AS15_SocetPAN_13,CONSTRAINED,4,2,  0.20,     24.21796794,      4.15636988,   1737.13582315,     58.22294715,     46.17470570,     63.75401761,   -356.74137472,    190.71003150,   -615.17684696,   1580.08648705,    114.82465836,    712.58884314
AS15_SocetPAN_15,CONSTRAINED,6,4,  0.98,     25.13872279,      4.28374612,   1737.29999161,     54.50526399,     81.51840526,    106.66286973,     33.41587858,    630.50239736,   -254.88339144,   1568.35255824,    117.47759938,    738.02474726
AS15_SocetPAN_17,CONSTRAINED,3,1,  0.29,     24.76448288,      2.15310462,   1735.22273058,     55.23466381,     44.43485255,     65.76052407,   -169.60395017,    313.84218346,   -127.26942201,   1574.53459058,     59.19693281,    726.86619879
AS15_SocetPAN_20,CONSTRAINED,5,3,  0.05,     26.59367906,      2.46923916,   1735.44334553,     51.58606225,     38.99984698,     64.15621691,     64.98118700,    423.76006207,     35.34552504,   1550.39884742,     66.85793325,    776.88933330
AS15_SocetPAN_21,CONSTRAINED,4,2,  0.10,     25.09178470,      3.04247100,   1735.61605830,     51.77253343,     39.06984781,     59.72867342,   -612.54651942,    987.49914983,   -243.94169517,   1569.60975806,     83.42648997,    736.02196300
AS15_SocetPAN_22,CONSTRAINED,3,1,  0.14,     23.87115940,      2.68564142,   1735.97042341,     60.36928295,     49.32214906,     69.99586956,   -375.92226910,    360.75003823,   -267.32658531,   1585.72804556,     74.38276653,    702.51482586
AS15_SocetPAN_25,CONSTRAINED,3,0,  0.19,     26.05213689,      1.71401775,   1735.54983788,     53.04836190,     43.18192344,     65.57048869,     48.91263798,    363.52594469,    120.96288326,   1558.51127072,     46.63717215,    762.23410643
AS15_SocetPAN_26,CONSTRAINED,5,3,  0.09,     25.33934884,      1.70307184,   1735.46768246,     54.46166348,     48.74889362,     72.69521403,    -24.00799134,    250.50825218,     63.80745561,   1567.80347109,     46.61545064,    742.74312696
AS15_SocetPAN_28,CONSTRAINED,3,0,  0.11,     27.02882296,      2.01661007,   1735.57368397,     54.43269106,     43.24007294,     68.49458491,    162.07691667,    385.69622258,    197.68396533,   1545.05341087,     54.40291636,    788.71179319
AS15_SocetPAN_30,CONSTRAINED,5,2,  0.18,     24.72438463,      4.23648185,   1736.89704240,     54.93664040,     42.40635930,     58.31443053,   -215.24743939,    163.75428960,   -588.58260096,   1573.36535662,    116.54798543,    726.46359687
AS15_SocetPAN_31,CONSTRAINED,4,2,  0.17,     26.32842591,      3.57428606,   1735.29250195,     50.88663815,     36.33335544,     60.43425043,     38.61717431,    353.51834339,   -288.37305194,   1552.25921180,     96.96049094,    769.62982655
AS15_SocetPAN_32,CONSTRAINED,3,1,  0.18,     26.03323762,      3.67561714,   1735.23741117,     50.82859373,     36.06033020,     66.54409017,    -64.20830605,    312.67210901,   -304.96383234,   1555.97227062,     99.95530082,    761.58263111
AS15_SocetPAN_33,CONSTRAINED,2,0,  0.27,     26.36471543,      3.85844167,   1735.19830953,     52.14177415,     38.90597636,     68.76979755,     -0.43468897,    276.04627625,   -287.44047153,   1551.18838136,    104.61911846,    770.57291607
AS15_SocetPAN_34,CONSTRAINED,4,1,  0.20,     27.02472939,      3.63087951,   1735.81399304,     53.06258524,     38.30502406,     63.79471750,    234.49776497,    248.02948434,   -152.13196158,   1543.17753725,     97.92351578,    788.71052485
AS15_SocetPAN_35,CONSTRAINED,4,1,  0.10,     27.27401369,      3.29875759,   1735.44450664,     54.20988073,     39.74290580,     66.50591381,      9.71517319,    563.16537730,    -18.86835718,   1539.95090765,     88.75950729,    795.26133285
